   Max Age (Ma)   ,   Min Age (Ma)   ,   MinDat ID   ,   Locality containing Mineral   ,   Dated Locality ID   ,   Dated Locality (Max Age)   ,   Reference (Max Age)   ,   Reference (Min Age)   ,   Query Minerals at Locality   ,   # of Query Minerals at Locality   ,   # of sublocalities with Query Minerals   ,   # of dated sublocalities   ,   Lat Deg   ,   Lat Min   ,   Lat Sec   ,   Lon Deg   ,   Lon Min   ,   Lon Sec   ,   Decimal Degree   
,,102676,"Whites Copper Mine (Wallaroo Mine), Wards Mistake, Clarke Co., New South Wales, Australia",,,,,Acanthite,1,,,-30,-7,-36,152,5,59,"-30.126666666667,152.09972222222"
,,48887,"Drake, Drake Co., New South Wales, Australia",,,,,Acanthite,1,,,-28,-57,-11,152,23,39,
,,48889,"Lady Hampden Pit (Lady Hampden Mine), Drake, Drake Co., New South Wales, Australia",,,,,Acanthite,1,,,-28,-54,-43,152,23,8,"-28.911944444444,152.38555555556"
,,48888,"Silver King Mine 1 (Silver King), Drake, Drake Co., New South Wales, Australia",,,,,Acanthite,1,,,-28,-54,-60,152,23,0,"-28.916666666667,152.38333333333"
,,28498,"Webbs Silver Mine (Webbs Mine; Collisons Silver Mine; Bates Copper Lode; The Little Plant; White Rock Silver Mine), Emmaville (Vegetable Creek), Gough Co., New South Wales, Australia",,,,,Acanthite,1,,,-29,-20,-49,151,32,52,"-29.346944444444,151.54777777778"
,,107777,"Nymagee Copper Mine (Mouramba Copper Mine), Nymagee, Mouramba Co., New South Wales, Australia",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,106996,"Bowdens Silver Mine (Bowdens Gift Prospect; Bowdens Silver Deposit; Bowdens Deposit), Lue, Phillip Co., New South Wales, Australia",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,47949,"New Cobar Mine, Cobar, Cobar, Robinson Co., New South Wales, Australia",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
1855,5,72,"Broken Hill, Yancowinna Co., New South Wales, Australia",72,"Broken Hill, Yancowinna Co., New South Wales, Australia",Page et al. (2005),Birch (1999); Frost et al. (2005); Page et al. (2005),Acanthite,1,,,-31,-58,-17,141,27,40,"-31.971388888889,141.46111111111"
1703,1697,10308,"Consols Mine (ABH Consols Mine; Australian Broken Hill Consols Mine), Broken Hill, Yancowinna Co., New South Wales, Australia",10308,"Consols Mine (ABH Consols Mine; Australian Broken Hill Consols Mine), Broken Hill, Yancowinna Co., New South Wales, Australia",O'Brien et al. (2015),O'Brien et al. (2015),Acanthite,1,,,0,0,0,0,0,0,"0,0"
1855,5,105746,"Junction Mine, Broken Hill, Yancowinna Co., New South Wales, Australia",72,"Broken Hill, Yancowinna Co., New South Wales, Australia",Page et al. (2005),Birch (1999); Frost et al. (2005); Page et al. (2005),Acanthite,1,,,0,0,0,0,0,0,"0,0"
1855,5,210882,"Browne's Shaft, Junction Mine, Broken Hill, Yancowinna Co., New South Wales, Australia",72,"Broken Hill, Yancowinna Co., New South Wales, Australia",Page et al. (2005),Birch (1999); Frost et al. (2005); Page et al. (2005),Acanthite,1,,,0,0,0,0,0,0,"0,0"
1855,5,69533,"North Mine (North Broken Hill Mine; NBH Mine), Broken Hill, Yancowinna Co., New South Wales, Australia",72,"Broken Hill, Yancowinna Co., New South Wales, Australia",Page et al. (2005),Birch (1999); Frost et al. (2005); Page et al. (2005),Acanthite,1,,,-31,-57,-8,141,29,13,"-31.952222222222,141.48694444444"
1703,1695,5752,"Pinnacles Mine, Broken Hill, Yancowinna Co., New South Wales, Australia",5752,"Pinnacles Mine, Broken Hill, Yancowinna Co., New South Wales, Australia",O'Brien et al. (2015),Taylor et al. (2009),Acanthite,1,,,0,0,0,0,0,0,"0,0"
1855,5,105886,"Zinc Corporation Mine (ZC Mine), Broken Hill, Yancowinna Co., New South Wales, Australia",72,"Broken Hill, Yancowinna Co., New South Wales, Australia",Page et al. (2005),Birch (1999); Frost et al. (2005); Page et al. (2005),Acanthite,1,,,-31,-58,-42,141,27,6,"-31.978333333333,141.45166666667"
,,42922,"Commonwealth Mine, Mount Havilah, Biggenden Shire, Queensland, Australia",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,42927,"Don Jon Mine, Mount Havilah, Biggenden Shire, Queensland, Australia",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,247363,"Silver Phantom Mine, Kuridala, Cloncurry District, Mount Isa - Cloncurry Area, Queensland, Australia",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
1655,1655,139,"Mount Isa District, Mount Isa - Cloncurry Area, Queensland, Australia",11841,"George Fisher Mine, Hilton Deposits, Mount Isa District, Mount Isa - Cloncurry Area, Queensland, Australia",Taylor et al. (2009),Taylor et al. (2009),Acanthite,1,,,-20,-40,-33,139,30,9,"-20.675833333333,139.5025"
1655,1655,28503,"Mount Isa Mines, Mount Isa District, Mount Isa - Cloncurry Area, Queensland, Australia",28503,"Mount Isa Mines, Mount Isa District, Mount Isa - Cloncurry Area, Queensland, Australia",Taylor et al. (2009),Taylor et al. (2009),Acanthite,1,,,-20,-43,-50,139,28,38,"-20.730555555556,139.47722222222"
,,143,"Muldiva, Chillagoe-Herberton District, Tablelands Region, Queensland, Australia",,,,,Acanthite,1,,,0,0,0,0,0,0,
,,16341,"Miltalie Silver Mine (Miltalie Mine), Cowell, Eyre Peninsula, South Australia, Australia",,,,,Acanthite,1,,,-33,-34,-7,136,46,36,"-33.568611111111,136.77666666667"
1795,1787,158,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia",158,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia",Fanning et al. (1988),Fanning et al. (1988),Acanthite,1,,,-32,-44,-41,137,8,22,"-32.744722222222,137.13944444444"
,,10876,"Ediacara Mine (Beltana North; Ediacara Consolidated; New Ediacara Consolidated), Ediacaran Fossil Reserve, Beltana, Leigh Creek, North Flinders Ranges, Flinders Ranges, South Australia, Australia",,,,,Acanthite,1,,,-30,-47,-50,138,7,44,
,,17051,"Talisker Mine (Campbell’s Creek; Talisker Blocks Mine; Talisker Extended Mine; Newbold; Parlor; Stockwell; Stockwell Parlor & Newbold; Cooalinga Creek Gold Diggings), Cape Jervis, Fleurieu Peninsula, South Mt Lofty Ranges (Adelaide Hills), Mt Lofty Ranges, South Australia, Australia",,,,,Acanthite,1,,,-35,-37,-21,138,9,17,"-35.6225,138.15472222222"
1588,1588,11726,"Olympic Dam Mine, Roxby Downs, Stuart Shelf, South Australia, Australia",11726,"Olympic Dam Mine, Roxby Downs, Stuart Shelf, South Australia, Australia",Nash (1981),Nash (1981),Acanthite,1,,,-30,-26,-24,136,52,22,"-30.44,136.87277777778"
,,265040,"Wandilta Mine, Kadina, Yorke Peninsula, South Australia, Australia",,,,,Acanthite,1,,,-33,-57,-37,137,43,41,"-33.960277777778,137.72805555556"
,,132824,"Anchor Mine, Lottah, Blue Tier District, Tasmania, Australia",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
502,502,5774,"Mount Lyell Mines, Queenstown District, Tasmania, Australia",5774,"Mount Lyell Mines, Queenstown District, Tasmania, Australia",Moiser et al. (2009),Moiser et al. (2009),Acanthite,1,,,-42,-3,-30,145,35,2,"-42.058333333333,145.58388888889"
,,263136,"Iron Blow Mine, Mount Lyell Mines, Queenstown District, Tasmania, Australia",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,18798,"Prince Lyell Mine, Mount Lyell Mines, Queenstown District, Tasmania, Australia",,,,,Acanthite,1,,,-42,-4,-1,145,35,4,"-42.066944444444,145.58444444444"
,,65284,"Rosebery Mine, Rosebery, Rosebery District, Tasmania, Australia",,,,,Acanthite,1,,,-41,-46,-59,145,31,0,"-41.783055555556,145.51666666667"
,,132795,"Wilson River Mineral Field, Rosebery District, Tasmania, Australia",,,,,Acanthite,1,,,-41,-40,0,145,20,0,"-41.666666666667,145.33333333333"
,,184,"Magnet Mine, Magnet, Waratah District, Tasmania, Australia",,,,,Acanthite,1,,,-41,-26,0,145,26,0,"-41.433333333333,145.43333333333"
419.2,358.9,175,"Dundas Mineral Field, Zeehan District, Tasmania, Australia",175,"Dundas Mineral Field, Zeehan District, Tasmania, Australia",Reid (1925),Reid (1925),Acanthite,1,,,-41,-52,-57,145,26,3,"-41.8825,145.43416666667"
419.2,358.9,178,"Red Lead Mine, Dundas Mineral Field, Zeehan District, Tasmania, Australia",178,"Red Lead Mine, Dundas Mineral Field, Zeehan District, Tasmania, Australia",Reid (1925),Reid (1925),Acanthite,1,,,-41,-53,-22,145,25,51,"-41.889444444444,145.43083333333"
,,193,"Oonah Mine, Zeehan Mineral Field, Zeehan District, Tasmania, Australia",,,,,Acanthite,1,,,-41,-52,-36,145,19,6,"-41.876666666667,145.31833333333"
,,194522,"Spray Mine, Zeehan Mineral Field, Zeehan District, Tasmania, Australia",,,,,Acanthite,1,,,-41,-53,-22,145,18,41,"-41.889444444444,145.31138888889"
,,122735,"Lightning Ridge (Moxom Well), Braeside Station, Gregory Ranges District, East Pilbara Shire, Western Australia, Australia",,,,,Acanthite,1,,,-21,-7,-25,121,4,0,"-21.123611111111,121.06666666667"
,,212254,"Elizabeth Hill Mine (Elizabeth Hills Mine; Elizabeth Hill Silver Mine), Karratha, Roebourne Shire, Western Australia, Australia",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,126078,"Shangri La, Kununurra, Wyndham-East Kimberley Shire, Western Australia, Australia",,,,,Acanthite,1,,,-15,-46,-40,128,34,10,"-15.777777777778,128.56944444444"
,,109666,"Paynes Find, Yalgoo Shire, Western Australia, Australia",,,,,Acanthite,1,,,-29,-13,-30,117,39,10,
,,46802,"Main Section, Hüttenberger Erzberg, Hüttenberg, Friesach - Hüttenberg Area, Carinthia, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,42323,"Meiselding, St Veit An Der Glan, Gurktaler Alpen, Carinthia, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,
,,258790,"Copper Ore Veins, Kleinelend Glacier, Kleinelend Valley, Ankogel Group, Hohe Tauern, Carinthia, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,46556,"Knappenstube, Hochtor Area, Glockner Group, Hohe Tauern, Carinthia, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,42943,"Goldzeche, Zirmsee Area, Kleine Fleiß Valley, Goldberg Group, Hohe Tauern, Carinthia, Austria",,,,,Acanthite,1,,,47,3,52,12,56,20,
,,251935,"Christileiden, Große Zirknitz Valley, Zirknitz, Goldberg Group, Hohe Tauern, Carinthia, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,41799,"Milleiten Mine, Große Zirknitz Valley, Zirknitz, Goldberg Group, Hohe Tauern, Carinthia, Austria",,,,,Acanthite,1,,,47,0,56,12,57,9,"47.015555555556,12.9525"
,,224661,"Modereck South Slope (Freudental; Kempen), Große Zirknitz Valley, Zirknitz, Goldberg Group, Hohe Tauern, Carinthia, Austria",,,,,Acanthite,1,,,47,2,18,12,57,51,"47.038333333333,12.964166666667"
,,224628,"Trömmern, Große Zirknitz Valley, Zirknitz, Goldberg Group, Hohe Tauern, Carinthia, Austria",,,,,Acanthite,1,,,47,2,7,12,57,46,"47.035277777778,12.962777777778"
,,233738,"Stubenriegel (Herrenbau; Seekar), Lanisch, Pölla Valley, Hafner Group, Hohe Tauern, Carinthia, Austria",,,,,Acanthite,1,,,47,4,5,13,26,5,"47.068055555556,13.434722222222"
,,41918,"Kreuzeck Group, Carinthia, Austria",,,,,Acanthite,1,,,46,48,59,13,8,48,
,,206268,"Goldgrubenscharte, Kleines Kreuzeck, Kreuzeck Group, Carinthia, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,42973,"Plattach, Kreuzeck Area, Kreuzeck Group, Carinthia, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,42952,"Grakofel, Rottenstein Valley, Steinfeld, Kreuzeck Group, Carinthia, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,42353,"Gold Mines, Kliening, Bad St Leonhard, Saualpe, Carinthia, Austria",,,,,Acanthite,1,,,46,57,26,14,46,50,
,,47864,"Obersakoparnig, Köstenberg, Velden, Carinthia, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,258641,"Unnamed Quarry, Judenbauer, Kirchschlag, Aspang-Markt, Bucklige Welt, Industrieviertel, Lower Austria, Austria",,,,,Acanthite,1,,,47,33,13,16,13,50,"47.553611111111,16.230555555556"
,,3057,"Annaberg, Mostviertel, Lower Austria, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,
,,231045,"Galmeikogel, Annaberg, Mostviertel, Lower Austria, Austria",,,,,Acanthite,1,,,47,50,50,15,22,10,
,,189178,"St Anna Mine (""Hocheck"" Mine), Annaberg, Mostviertel, Lower Austria, Austria",,,,,Acanthite,1,,,47,50,40,15,21,47,
,,44457,"Erzwies Mines, Erzwies Area, Gastein Valley, Hohe Tauern, Salzburg, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,130610,"West Slope (Sportgastein Skiing Track), Kreuzkogel, Kreuzkogel Massif, Naßfeld Valley, Gastein Valley, Hohe Tauern, Salzburg, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,44332,"Gold Mines, Radhausberg, Kreuzkogel Massif, Naßfeld Valley, Gastein Valley, Hohe Tauern, Salzburg, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,
,,56102,"Goldzechkopf, Alteck - Hoher Sonnblick Area, Hüttwinkl Valley, Rauris Valley, Hohe Tauern, Salzburg, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,56126,"Rauriser Goldberg, Kolm-Saigurn, Alteck - Hoher Sonnblick Area, Hüttwinkl Valley, Rauris Valley, Hohe Tauern, Salzburg, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,
,,56128,"Augustin Adit, Rauriser Goldberg, Kolm-Saigurn, Alteck - Hoher Sonnblick Area, Hüttwinkl Valley, Rauris Valley, Hohe Tauern, Salzburg, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,57258,"Slag Localities, Kolm-Saigurn, Alteck - Hoher Sonnblick Area, Hüttwinkl Valley, Rauris Valley, Hohe Tauern, Salzburg, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,57261,"Astenschmiede Slag Locality, Hüttwinkl Valley, Rauris Valley, Hohe Tauern, Salzburg, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,56027,"Silver Mines (Knappenstube), Hochtor Area, Seidlwinkl Valley, Rauris Valley, Hohe Tauern, Salzburg, Austria",,,,,Acanthite,1,,,47,5,14,12,50,27,"47.087222222222,12.840833333333"
,,56969,"Schurfspitze, Rotgülden, Murwinkel, Lungau, Salzburg, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,57329,"Silver Mines (incl. Altenberg District; Dürrenrain District), Ramingstein, Lungau, Salzburg, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,252546,"Lungauer Kalkspitze (incl. Znachsattel; ""Im Kalk""), Weißpriach Valley, Schladminger Tauern, Lungau, Salzburg, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,5718,"Magnesite Deposit, Oberdorf An Der Laming, Laming Valley, Bruck An Der Mur, Styria, Austria",,,,,Acanthite,1,,,47,27,28,15,7,0,
,,57910,"Kaltenegg, Southern District, Prinzkogel Mines, Prinzkogel (Prinzenkogel), Rettenegg, Fischbacher Alpen, Styria, Austria",,,,,Acanthite,1,,,47,30,46,15,49,2,"47.512777777778,15.817222222222"
,,192038,"Arzberg Am Semmering, Fröschnitz Valley (Fröschnitz), Steinhaus Am Semmering, Spital Am Semmering, Fischbacher Alpen, Styria, Austria",,,,,Acanthite,1,,,47,36,27,15,47,58,"47.6075,15.799444444444"
,,66915,"Wald Tunnel, A9 Motorway Tunnels, Wald Am Schoberpass, Liesing - Palten Valley, Styria, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,42304,"Oberzeiring, Pöls Valley, Niedere Tauern, Styria, Austria",,,,,Acanthite,1,,,47,15,10,14,29,26,
,,60554,"Steirische Kalkspitze (incl. Akarscharte; Akharscharte), Giglach Lakes, Giglach Valley, Schladminger Tauern, Schladming, Styria, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,56574,"Fuchsloch, Brixlegg - Rattenberg, Brixlegg - Schwaz Area, Inn Valley, North Tyrol, Tyrol, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,57163,"Gelber Schrofen (Wiesl), Brixlegg - Rattenberg, Brixlegg - Schwaz Area, Inn Valley, North Tyrol, Tyrol, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
416,251,57196,"Geyer - Silberberg District, Brixlegg - Rattenberg, Brixlegg - Schwaz Area, Inn Valley, North Tyrol, Tyrol, Austria",57196,"Geyer - Silberberg District, Brixlegg - Rattenberg, Brixlegg - Schwaz Area, Inn Valley, North Tyrol, Tyrol, Austria",Matura and Summesberger (1980); Arlt and Diamond (1998),Matura and Summesberger (1980); Arlt and Diamond (1998),Acanthite,1,,,0,0,0,0,0,0,"0,0"
416,251,52851,"Silberberg, Geyer - Silberberg District, Brixlegg - Rattenberg, Brixlegg - Schwaz Area, Inn Valley, North Tyrol, Tyrol, Austria",57196,"Geyer - Silberberg District, Brixlegg - Rattenberg, Brixlegg - Schwaz Area, Inn Valley, North Tyrol, Tyrol, Austria",Matura and Summesberger (1980); Arlt and Diamond (1998),Matura and Summesberger (1980); Arlt and Diamond (1998),Acanthite,1,,,0,0,0,0,0,0,"0,0"
416,251,123375,"Stocker Adit, Silberberg, Geyer - Silberberg District, Brixlegg - Rattenberg, Brixlegg - Schwaz Area, Inn Valley, North Tyrol, Tyrol, Austria",57196,"Geyer - Silberberg District, Brixlegg - Rattenberg, Brixlegg - Schwaz Area, Inn Valley, North Tyrol, Tyrol, Austria",Matura and Summesberger (1980); Arlt and Diamond (1998),Matura and Summesberger (1980); Arlt and Diamond (1998),Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,217991,"Silberberg Adit, Unterstein, Reith, Brixlegg - Rattenberg, Brixlegg - Schwaz Area, Inn Valley, North Tyrol, Tyrol, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,57172,"Alte Zeche Mine, Schwazer Eisenstein, Arzberg, Schwaz, Brixlegg - Schwaz Area, Inn Valley, North Tyrol, Tyrol, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,57138,"Zapfenschuh Section, Schwazer Eisenstein, Arzberg, Schwaz, Brixlegg - Schwaz Area, Inn Valley, North Tyrol, Tyrol, Austria",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,190248,"Bartholomäberg, Montafon, Vorarlberg, Austria",,,,,Acanthite,1,,,47,5,49,9,54,59,
,,208385,"Filizchai Deposit, Belokan-Avar Ore District, Azerbaijan",,,,,Acanthite,1,,,41,43,1,46,24,51,"41.716944444444,46.414166666667"
,,13797,"Sur Les Roches Quarry, Bastogne, Luxembourg Province, Belgium",,,,,Acanthite,1,,,50,0,23,5,44,2,"50.006388888889,5.7338888888889"
,,13946,"Atocha Mine, Arque Province, Cochabamba Department, Bolivia",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
,,23337,"Santa Marta Mine, Aiquile, Campero Province, Cochabamba Department, Bolivia",,,,,Acanthite,1,,,-18,-10,0,-65,-10,0,"-18.166666666667,-65.166666666667"
